payment_id,subscription_id,user_id,paid_at,amount,currency,payment_method,status,billing_period_start,billing_period_end
P000261,S00028,U0026,2024-03-13 16:00:00,9.99,USD,google_pay,success,2024-03-13,2024-04-11
P000262,S00028,U0026,2024-04-12 12:00:00,9.99,USD,google_pay,success,2024-04-12,2024-05-11
P000263,S00028,U0026,2024-05-12 21:00:00,9.99,USD,google_pay,success,2024-05-12,2024-06-10
P000264,S00028,U0026,2024-06-11 08:00:00,9.99,USD,google_pay,success,2024-06-11,2024-07-10
P000265,S00028,U0026,2024-07-11 05:00:00,9.99,USD,google_pay,success,2024-07-11,2024-08-09
P000266,S00028,U0026,2024-08-10 21:00:00,9.99,USD,google_pay,refunded,2024-08-10,2024-09-08
P000267,S00029,U0199,2024-12-11 01:00:00,9.99,USD,apple_pay,success,2024-12-11,2025-01-09
P000268,S00029,U0199,2025-01-10 09:00:00,9.99,USD,apple_pay,success,2025-01-10,2025-02-08
P000269,S00029,U0199,2025-02-09 17:00:00,9.99,USD,apple_pay,success,2025-02-09,2025-03-10
P000270,S00029,U0199,2025-03-11 14:00:00,9.99,USD,apple_pay,success,2025-03-11,2025-04-09
P000271,S00029,U0199,2025-04-10 21:00:00,9.99,USD,apple_pay,success,2025-04-10,2025-05-09
P000272,S00029,U0199,2025-05-10 07:00:00,9.99,USD,apple_pay,success,2025-05-10,2025-06-08
P000273,S00029,U0199,2025-06-09 17:00:00,9.99,USD,apple_pay,success,2025-06-09,2025-07-08
P000274,S00029,U0199,2025-07-09 16:00:00,9.99,USD,apple_pay,success,2025-07-09,2025-08-07
P000275,S00029,U0199,2025-08-08 22:00:00,9.99,USD,apple_pay,success,2025-08-08,2025-09-06
P000276,S00029,U0199,2025-09-07 21:00:00,9.99,USD,apple_pay,success,2025-09-07,2025-10-06
P000277,S00029,U0199,2025-10-07 12:00:00,9.99,USD,apple_pay,success,2025-10-07,2025-11-05
P000278,S00029,U0199,2025-11-06 21:00:00,9.99,USD,apple_pay,success,2025-11-06,2025-12-05
P000279,S00029,U0199,2025-12-06 17:00:00,9.99,USD,apple_pay,success,2025-12-06,2026-01-04
P000280,S00029,U0199,2026-01-05 23:00:00,9.99,USD,apple_pay,success,2026-01-05,2026-02-03
P000281,S00029,U0199,2026-02-04 19:00:00,9.99,USD,apple_pay,success,2026-02-04,2026-03-05
P000282,S00029,U0199,2026-03-06 14:00:00,9.99,USD,apple_pay,success,2026-03-06,2026-04-04
P000283,S00030,U0092,2025-02-21 20:00:00,9.99,USD,paypal,success,2025-02-21,2025-03-22
P000284,S00030,U0092,2025-03-23 20:00:00,9.99,USD,paypal,success,2025-03-23,2025-04-21
P000285,S00030,U0092,2025-04-22 18:00:00,9.99,USD,paypal,success,2025-04-22,2025-05-21
P000286,S00030,U0092,2025-05-22 19:00:00,9.99,USD,paypal,success,2025-05-22,2025-06-20
P000287,S00030,U0092,2025-06-21 23:00:00,9.99,USD,paypal,success,2025-06-21,2025-07-20
P000288,S00030,U0092,2025-07-21 09:00:00,9.99,USD,paypal,refunded,2025-07-21,2025-08-19
P000289,S00030,U0092,2025-08-20 21:00:00,9.99,USD,paypal,success,2025-08-20,2025-09-18
P000290,S00030,U0092,2025-09-19 05:00:00,9.99,USD,paypal,success,2025-09-19,2025-10-18
P000291,S00030,U0092,2025-10-19 03:00:00,9.99,USD,paypal,success,2025-10-19,2025-11-17
P000292,S00030,U0092,2025-11-18 13:00:00,9.99,USD,paypal,success,2025-11-18,2025-12-17
P000293,S00030,U0092,2025-12-18 08:00:00,9.99,USD,paypal,success,2025-12-18,2026-01-16
P000294,S00030,U0092,2026-01-17 18:00:00,9.99,USD,paypal,success,2026-01-17,2026-02-15
P000295,S00030,U0092,2026-02-16 00:00:00,9.99,USD,paypal,success,2026-02-16,2026-03-17
P000296,S00030,U0092,2026-03-18 22:00:00,9.99,USD,paypal,success,2026-03-18,2026-04-16
P000297,S00030,U0092,2026-04-17 01:00:00,9.99,USD,paypal,failed,2026-04-17,2026-05-16
P000298,S00031,U0022,2024-04-28 10:00:00,19.99,USD,credit_card,success,2024-04-28,2024-05-27
P000299,S00031,U0022,2024-05-28 20:00:00,19.99,USD,credit_card,success,2024-05-28,2024-06-26
P000300,S00031,U0022,2024-06-27 21:00:00,19.99,USD,credit_card,success,2024-06-27,2024-07-26
P000301,S00031,U0022,2024-07-27 18:00:00,19.99,USD,credit_card,success,2024-07-27,2024-08-25
P000302,S00031,U0022,2024-08-26 02:00:00,19.99,USD,credit_card,success,2024-08-26,2024-09-24
P000303,S00031,U0022,2024-09-25 10:00:00,19.99,USD,credit_card,success,2024-09-25,2024-10-24
P000304,S00031,U0022,2024-10-25 05:00:00,19.99,USD,credit_card,success,2024-10-25,2024-11-23
P000305,S00031,U0022,2024-11-24 16:00:00,19.99,USD,credit_card,success,2024-11-24,2024-12-23
P000306,S00031,U0022,2024-12-24 17:00:00,19.99,USD,credit_card,success,2024-12-24,2025-01-22
P000307,S00032,U0040,2025-02-14 02:00:00,9.99,USD,bank_transfer,success,2025-02-14,2025-03-15
P000308,S00032,U0040,2025-03-16 06:00:00,9.99,USD,bank_transfer,success,2025-03-16,2025-04-14
P000309,S00032,U0040,2025-04-15 10:00:00,9.99,USD,bank_transfer,success,2025-04-15,2025-05-14
P000310,S00032,U0040,2025-05-15 06:00:00,9.99,USD,bank_transfer,success,2025-05-15,2025-06-13
P000311,S00032,U0040,2025-06-14 19:00:00,9.99,USD,bank_transfer,failed,2025-06-14,2025-07-13
P000312,S00032,U0040,2025-07-14 17:00:00,9.99,USD,bank_transfer,success,2025-07-14,2025-08-12
P000313,S00032,U0040,2025-08-13 20:00:00,9.99,USD,bank_transfer,success,2025-08-13,2025-09-11
P000314,S00032,U0040,2025-09-12 21:00:00,9.99,USD,bank_transfer,success,2025-09-12,2025-10-11
P000315,S00032,U0040,2025-10-12 07:00:00,9.99,USD,bank_transfer,success,2025-10-12,2025-11-10
P000316,S00032,U0040,2025-11-11 19:00:00,9.99,USD,bank_transfer,failed,2025-11-11,2025-12-10
P000317,S00032,U0040,2025-12-11 07:00:00,9.99,USD,bank_transfer,failed,2025-12-11,2026-01-09
P000318,S00032,U0040,2026-01-10 21:00:00,9.99,USD,bank_transfer,failed,2026-01-10,2026-02-08
P000319,S00032,U0040,2026-02-09 12:00:00,9.99,USD,bank_transfer,success,2026-02-09,2026-03-10
P000320,S00032,U0040,2026-03-11 03:00:00,9.99,USD,bank_transfer,failed,2026-03-11,2026-04-09
P000321,S00034,U0195,2023-10-16 17:00:00,9.99,USD,apple_pay,success,2023-10-16,2023-11-14
P000322,S00034,U0195,2023-11-15 00:00:00,9.99,USD,apple_pay,success,2023-11-15,2023-12-14
P000323,S00034,U0195,2023-12-15 11:00:00,9.99,USD,apple_pay,failed,2023-12-15,2024-01-13
P000324,S00035,U0143,2023-05-08 16:00:00,9.99,USD,credit_card,success,2023-05-08,2023-06-06
P000325,S00035,U0143,2023-06-07 01:00:00,9.99,USD,credit_card,success,2023-06-07,2023-07-06
P000326,S00035,U0143,2023-07-07 20:00:00,9.99,USD,credit_card,success,2023-07-07,2023-08-05
P000327,S00035,U0143,2023-08-06 16:00:00,9.99,USD,credit_card,success,2023-08-06,2023-09-04
P000328,S00037,U0004,2024-03-30 03:00:00,9.99,USD,paypal,success,2024-03-30,2024-04-28
P000329,S00037,U0004,2024-04-29 17:00:00,9.99,USD,paypal,success,2024-04-29,2024-05-28
P000330,S00037,U0004,2024-05-29 20:00:00,9.99,USD,paypal,success,2024-05-29,2024-06-27
P000331,S00038,U0176,2023-12-21 21:00:00,9.99,USD,bank_transfer,success,2023-12-21,2024-01-19
P000332,S00038,U0176,2024-01-20 06:00:00,9.99,USD,bank_transfer,success,2024-01-20,2024-02-18
P000333,S00038,U0176,2024-02-19 13:00:00,9.99,USD,bank_transfer,success,2024-02-19,2024-03-19
P000334,S00038,U0176,2024-03-20 06:00:00,9.99,USD,bank_transfer,success,2024-03-20,2024-04-18
P000335,S00038,U0176,2024-04-19 22:00:00,9.99,USD,bank_transfer,success,2024-04-19,2024-05-18
P000336,S00038,U0176,2024-05-19 23:00:00,9.99,USD,bank_transfer,success,2024-05-19,2024-06-17
P000337,S00038,U0176,2024-06-18 20:00:00,9.99,USD,bank_transfer,success,2024-06-18,2024-07-17
P000338,S00038,U0176,2024-07-18 02:00:00,9.99,USD,bank_transfer,success,2024-07-18,2024-08-16
P000339,S00038,U0176,2024-08-17 04:00:00,9.99,USD,bank_transfer,success,2024-08-17,2024-09-15
P000340,S00038,U0176,2024-09-16 22:00:00,9.99,USD,bank_transfer,success,2024-09-16,2024-10-15
P000341,S00040,U0124,2023-12-24 02:00:00,19.99,USD,apple_pay,success,2023-12-24,2024-01-22
P000342,S00040,U0124,2024-01-23 05:00:00,19.99,USD,apple_pay,success,2024-01-23,2024-02-21
P000343,S00040,U0124,2024-02-22 17:00:00,19.99,USD,apple_pay,success,2024-02-22,2024-03-22
P000344,S00040,U0124,2024-03-23 07:00:00,19.99,USD,apple_pay,success,2024-03-23,2024-04-21
P000345,S00040,U0124,2024-04-22 13:00:00,19.99,USD,apple_pay,failed,2024-04-22,2024-05-21
P000346,S00040,U0124,2024-05-22 20:00:00,19.99,USD,apple_pay,success,2024-05-22,2024-06-20
P000347,S00040,U0124,2024-06-21 10:00:00,19.99,USD,apple_pay,success,2024-06-21,2024-07-20
P000348,S00040,U0124,2024-07-21 21:00:00,19.99,USD,apple_pay,success,2024-07-21,2024-08-19
P000349,S00040,U0124,2024-08-20 00:00:00,19.99,USD,apple_pay,success,2024-08-20,2024-09-18
P000350,S00042,U0159,2024-12-30 19:00:00,9.99,USD,apple_pay,success,2024-12-30,2025-01-28
P000351,S00042,U0159,2025-01-29 23:00:00,9.99,USD,apple_pay,success,2025-01-29,2025-02-27
P000352,S00042,U0159,2025-02-28 22:00:00,9.99,USD,apple_pay,success,2025-02-28,2025-03-29
P000353,S00042,U0159,2025-03-30 11:00:00,9.99,USD,apple_pay,success,2025-03-30,2025-04-28
P000354,S00042,U0159,2025-04-29 03:00:00,9.99,USD,apple_pay,failed,2025-04-29,2025-05-28
P000355,S00042,U0159,2025-05-29 21:00:00,9.99,USD,apple_pay,success,2025-05-29,2025-06-27
P000356,S00042,U0159,2025-06-28 02:00:00,9.99,USD,apple_pay,success,2025-06-28,2025-07-27
P000357,S00042,U0159,2025-07-28 14:00:00,9.99,USD,apple_pay,success,2025-07-28,2025-08-26
P000358,S00042,U0159,2025-08-27 21:00:00,9.99,USD,apple_pay,success,2025-08-27,2025-09-25
P000359,S00042,U0159,2025-09-26 05:00:00,9.99,USD,apple_pay,success,2025-09-26,2025-10-25
P000360,S00042,U0159,2025-10-26 04:00:00,9.99,USD,apple_pay,success,2025-10-26,2025-11-24
P000361,S00042,U0159,2025-11-25 17:00:00,9.99,USD,apple_pay,success,2025-11-25,2025-12-24
P000362,S00043,U0111,2022-10-06 20:00:00,19.99,USD,google_pay,success,2022-10-06,2022-11-04
P000363,S00043,U0111,2022-11-05 21:00:00,19.99,USD,google_pay,success,2022-11-05,2022-12-04
P000364,S00043,U0111,2022-12-05 23:00:00,19.99,USD,google_pay,success,2022-12-05,2023-01-03
P000365,S00043,U0111,2023-01-04 00:00:00,19.99,USD,google_pay,success,2023-01-04,2023-02-02
P000366,S00043,U0111,2023-02-03 17:00:00,19.99,USD,google_pay,success,2023-02-03,2023-03-04
P000367,S00043,U0111,2023-03-05 01:00:00,19.99,USD,google_pay,success,2023-03-05,2023-04-03
P000368,S00043,U0111,2023-04-04 19:00:00,19.99,USD,google_pay,success,2023-04-04,2023-05-03
P000369,S00043,U0111,2023-05-04 17:00:00,19.99,USD,google_pay,success,2023-05-04,2023-06-02
P000370,S00043,U0111,2023-06-03 09:00:00,19.99,USD,google_pay,failed,2023-06-03,2023-07-02
P000371,S00043,U0111,2023-07-03 23:00:00,19.99,USD,google_pay,success,2023-07-03,2023-08-01
P000372,S00043,U0111,2023-08-02 11:00:00,19.99,USD,google_pay,failed,2023-08-02,2023-08-31
P000373,S00044,U0123,2024-07-04 20:00:00,9.99,USD,bank_transfer,success,2024-07-04,2024-08-02
P000374,S00044,U0123,2024-08-03 04:00:00,9.99,USD,bank_transfer,success,2024-08-03,2024-09-01
P000375,S00044,U0123,2024-09-02 07:00:00,9.99,USD,bank_transfer,success,2024-09-02,2024-10-01
P000376,S00044,U0123,2024-10-02 08:00:00,9.99,USD,bank_transfer,success,2024-10-02,2024-10-31
P000377,S00044,U0123,2024-11-01 05:00:00,9.99,USD,bank_transfer,success,2024-11-01,2024-11-30
P000378,S00044,U0123,2024-12-01 18:00:00,9.99,USD,bank_transfer,success,2024-12-01,2024-12-30
P000379,S00044,U0123,2024-12-31 17:00:00,9.99,USD,bank_transfer,success,2024-12-31,2025-01-29
P000380,S00044,U0123,2025-01-30 17:00:00,9.99,USD,bank_transfer,success,2025-01-30,2025-02-28
P000381,S00044,U0123,2025-03-01 21:00:00,9.99,USD,bank_transfer,success,2025-03-01,2025-03-30
P000382,S00044,U0123,2025-03-31 03:00:00,9.99,USD,bank_transfer,success,2025-03-31,2025-04-29
P000383,S00044,U0123,2025-04-30 18:00:00,9.99,USD,bank_transfer,success,2025-04-30,2025-05-29
P000384,S00045,U0148,2024-11-08 10:00:00,19.99,USD,bank_transfer,success,2024-11-08,2024-12-07
P000385,S00045,U0148,2024-12-08 21:00:00,19.99,USD,bank_transfer,success,2024-12-08,2025-01-06
P000386,S00045,U0148,2025-01-07 03:00:00,19.99,USD,bank_transfer,success,2025-01-07,2025-02-05
P000387,S00045,U0148,2025-02-06 02:00:00,19.99,USD,bank_transfer,success,2025-02-06,2025-03-07
P000388,S00045,U0148,2025-03-08 10:00:00,19.99,USD,bank_transfer,failed,2025-03-08,2025-04-06
P000389,S00045,U0148,2025-04-07 10:00:00,19.99,USD,bank_transfer,success,2025-04-07,2025-05-06
P000390,S00045,U0148,2025-05-07 09:00:00,19.99,USD,bank_transfer,success,2025-05-07,2025-06-05
P000391,S00045,U0148,2025-06-06 04:00:00,19.99,USD,bank_transfer,success,2025-06-06,2025-07-05
P000392,S00045,U0148,2025-07-06 11:00:00,19.99,USD,bank_transfer,success,2025-07-06,2025-08-04
P000393,S00045,U0148,2025-08-05 13:00:00,19.99,USD,bank_transfer,success,2025-08-05,2025-09-03
P000394,S00045,U0148,2025-09-04 10:00:00,19.99,USD,bank_transfer,success,2025-09-04,2025-10-03
P000395,S00045,U0148,2025-10-04 07:00:00,19.99,USD,bank_transfer,success,2025-10-04,2025-11-02
P000396,S00045,U0148,2025-11-03 20:00:00,19.99,USD,bank_transfer,success,2025-11-03,2025-12-02
P000397,S00047,U0175,2020-07-01 11:00:00,19.99,USD,apple_pay,success,2020-07-01,2020-07-30
P000398,S00047,U0175,2020-07-31 23:00:00,19.99,USD,apple_pay,success,2020-07-31,2020-08-29
P000399,S00047,U0175,2020-08-30 15:00:00,19.99,USD,apple_pay,success,2020-08-30,2020-09-28
P000400,S00047,U0175,2020-09-29 11:00:00,19.99,USD,apple_pay,success,2020-09-29,2020-10-28
P000401,S00047,U0175,2020-10-29 15:00:00,19.99,USD,apple_pay,success,2020-10-29,2020-11-27
P000402,S00047,U0175,2020-11-28 05:00:00,19.99,USD,apple_pay,success,2020-11-28,2020-12-27
P000403,S00047,U0175,2020-12-28 02:00:00,19.99,USD,apple_pay,success,2020-12-28,2021-01-26
P000404,S00047,U0175,2021-01-27 04:00:00,19.99,USD,apple_pay,success,2021-01-27,2021-02-25
P000405,S00047,U0175,2021-02-26 06:00:00,19.99,USD,apple_pay,success,2021-02-26,2021-03-27
P000406,S00047,U0175,2021-03-28 20:00:00,19.99,USD,apple_pay,success,2021-03-28,2021-04-26
P000407,S00047,U0175,2021-04-27 02:00:00,19.99,USD,apple_pay,success,2021-04-27,2021-05-26
P000408,S00047,U0175,2021-05-27 16:00:00,19.99,USD,apple_pay,success,2021-05-27,2021-06-25
P000409,S00047,U0175,2021-06-26 18:00:00,19.99,USD,apple_pay,success,2021-06-26,2021-07-25
P000410,S00047,U0175,2021-07-26 18:00:00,19.99,USD,apple_pay,success,2021-07-26,2021-08-24
P000411,S00047,U0175,2021-08-25 01:00:00,19.99,USD,apple_pay,success,2021-08-25,2021-09-23
P000412,S00047,U0175,2021-09-24 17:00:00,19.99,USD,apple_pay,success,2021-09-24,2021-10-23
P000413,S00049,U0036,2024-07-07 17:00:00,9.99,USD,apple_pay,success,2024-07-07,2024-08-05
P000414,S00049,U0036,2024-08-06 04:00:00,9.99,USD,apple_pay,success,2024-08-06,2024-09-04
P000415,S00049,U0036,2024-09-05 07:00:00,9.99,USD,apple_pay,success,2024-09-05,2024-10-04
P000416,S00049,U0036,2024-10-05 18:00:00,9.99,USD,apple_pay,success,2024-10-05,2024-11-03
P000417,S00049,U0036,2024-11-04 09:00:00,9.99,USD,apple_pay,success,2024-11-04,2024-12-03
P000418,S00049,U0036,2024-12-04 16:00:00,9.99,USD,apple_pay,success,2024-12-04,2025-01-02
P000419,S00049,U0036,2025-01-03 12:00:00,9.99,USD,apple_pay,success,2025-01-03,2025-02-01
P000420,S00049,U0036,2025-02-02 00:00:00,9.99,USD,apple_pay,success,2025-02-02,2025-03-03
P000421,S00049,U0036,2025-03-04 19:00:00,9.99,USD,apple_pay,success,2025-03-04,2025-04-02
P000422,S00050,U0019,2024-01-02 16:00:00,9.99,USD,google_pay,success,2024-01-02,2024-01-31
P000423,S00050,U0019,2024-02-01 05:00:00,9.99,USD,google_pay,success,2024-02-01,2024-03-01
P000424,S00050,U0019,2024-03-02 18:00:00,9.99,USD,google_pay,success,2024-03-02,2024-03-31
P000425,S00050,U0019,2024-04-01 04:00:00,9.99,USD,google_pay,success,2024-04-01,2024-04-30
P000426,S00050,U0019,2024-05-01 15:00:00,9.99,USD,google_pay,success,2024-05-01,2024-05-30
P000427,S00050,U0019,2024-05-31 01:00:00,9.99,USD,google_pay,failed,2024-05-31,2024-06-29
P000428,S00050,U0019,2024-06-30 15:00:00,9.99,USD,google_pay,success,2024-06-30,2024-07-29
P000429,S00050,U0019,2024-07-30 08:00:00,9.99,USD,google_pay,success,2024-07-30,2024-08-28
P000430,S00050,U0019,2024-08-29 01:00:00,9.99,USD,google_pay,success,2024-08-29,2024-09-27
P000431,S00050,U0019,2024-09-28 16:00:00,9.99,USD,google_pay,success,2024-09-28,2024-10-27
P000432,S00050,U0019,2024-10-28 11:00:00,9.99,USD,google_pay,failed,2024-10-28,2024-11-26
P000433,S00050,U0019,2024-11-27 14:00:00,9.99,USD,google_pay,success,2024-11-27,2024-12-26
P000434,S00050,U0019,2024-12-27 01:00:00,9.99,USD,google_pay,success,2024-12-27,2025-01-25
P000435,S00050,U0019,2025-01-26 10:00:00,9.99,USD,google_pay,refunded,2025-01-26,2025-02-24
P000436,S00050,U0019,2025-02-25 16:00:00,9.99,USD,google_pay,success,2025-02-25,2025-03-26
P000437,S00050,U0019,2025-03-27 08:00:00,9.99,USD,google_pay,success,2025-03-27,2025-04-25
P000438,S00050,U0019,2025-04-26 08:00:00,9.99,USD,google_pay,success,2025-04-26,2025-05-25
P000439,S00051,U0137,2024-12-09 18:00:00,9.99,USD,google_pay,success,2024-12-09,2025-01-07
P000440,S00051,U0137,2025-01-08 20:00:00,9.99,USD,google_pay,success,2025-01-08,2025-02-06
P000441,S00051,U0137,2025-02-07 18:00:00,9.99,USD,google_pay,success,2025-02-07,2025-03-08
P000442,S00051,U0137,2025-03-09 02:00:00,9.99,USD,google_pay,success,2025-03-09,2025-04-07
P000443,S00051,U0137,2025-04-08 12:00:00,9.99,USD,google_pay,success,2025-04-08,2025-05-07
P000444,S00051,U0137,2025-05-08 07:00:00,9.99,USD,google_pay,refunded,2025-05-08,2025-06-06
P000445,S00051,U0137,2025-06-07 11:00:00,9.99,USD,google_pay,success,2025-06-07,2025-07-06
P000446,S00051,U0137,2025-07-07 11:00:00,9.99,USD,google_pay,success,2025-07-07,2025-08-05
P000447,S00051,U0137,2025-08-06 15:00:00,9.99,USD,google_pay,success,2025-08-06,2025-09-04
P000448,S00051,U0137,2025-09-05 00:00:00,9.99,USD,google_pay,success,2025-09-05,2025-10-04
P000449,S00051,U0137,2025-10-05 04:00:00,9.99,USD,google_pay,success,2025-10-05,2025-11-03
P000450,S00051,U0137,2025-11-04 07:00:00,9.99,USD,google_pay,success,2025-11-04,2025-12-03
P000451,S00051,U0137,2025-12-04 20:00:00,9.99,USD,google_pay,success,2025-12-04,2026-01-02
P000452,S00051,U0137,2026-01-03 04:00:00,9.99,USD,google_pay,success,2026-01-03,2026-02-01
P000453,S00051,U0137,2026-02-02 11:00:00,9.99,USD,google_pay,success,2026-02-02,2026-03-03
P000454,S00052,U0093,2024-11-22 03:00:00,19.99,USD,google_pay,success,2024-11-22,2024-12-21
P000455,S00052,U0093,2024-12-22 13:00:00,19.99,USD,google_pay,success,2024-12-22,2025-01-20
P000456,S00052,U0093,2025-01-21 23:00:00,19.99,USD,google_pay,success,2025-01-21,2025-02-19
P000457,S00052,U0093,2025-02-20 21:00:00,19.99,USD,google_pay,success,2025-02-20,2025-03-21
P000458,S00052,U0093,2025-03-22 06:00:00,19.99,USD,google_pay,success,2025-03-22,2025-04-20
P000459,S00052,U0093,2025-04-21 20:00:00,19.99,USD,google_pay,success,2025-04-21,2025-05-20
P000460,S00052,U0093,2025-05-21 00:00:00,19.99,USD,google_pay,success,2025-05-21,2025-06-19
P000461,S00052,U0093,2025-06-20 04:00:00,19.99,USD,google_pay,success,2025-06-20,2025-07-19
P000462,S00052,U0093,2025-07-20 05:00:00,19.99,USD,google_pay,success,2025-07-20,2025-08-18
P000463,S00052,U0093,2025-08-19 16:00:00,19.99,USD,google_pay,success,2025-08-19,2025-09-17
P000464,S00052,U0093,2025-09-18 18:00:00,19.99,USD,google_pay,success,2025-09-18,2025-10-17
P000465,S00052,U0093,2025-10-18 05:00:00,19.99,USD,google_pay,success,2025-10-18,2025-11-16
P000466,S00052,U0093,2025-11-17 05:00:00,19.99,USD,google_pay,success,2025-11-17,2025-12-16
P000467,S00052,U0093,2025-12-17 12:00:00,19.99,USD,google_pay,success,2025-12-17,2026-01-15
P000468,S00052,U0093,2026-01-16 18:00:00,19.99,USD,google_pay,success,2026-01-16,2026-02-14
P000469,S00052,U0093,2026-02-15 23:00:00,19.99,USD,google_pay,success,2026-02-15,2026-03-16
P000470,S00052,U0093,2026-03-17 09:00:00,19.99,USD,google_pay,success,2026-03-17,2026-04-15
P000471,S00052,U0093,2026-04-16 06:00:00,19.99,USD,google_pay,failed,2026-04-16,2026-05-15
P000472,S00052,U0093,2026-05-16 15:00:00,19.99,USD,google_pay,success,2026-05-16,2026-06-14
P000473,S00053,U0028,2024-09-06 05:00:00,19.99,USD,credit_card,success,2024-09-06,2024-10-05
P000474,S00053,U0028,2024-10-06 13:00:00,19.99,USD,credit_card,success,2024-10-06,2024-11-04
P000475,S00053,U0028,2024-11-05 18:00:00,19.99,USD,credit_card,success,2024-11-05,2024-12-04
P000476,S00053,U0028,2024-12-05 05:00:00,19.99,USD,credit_card,success,2024-12-05,2025-01-03
P000477,S00053,U0028,2025-01-04 16:00:00,19.99,USD,credit_card,success,2025-01-04,2025-02-02
P000478,S00053,U0028,2025-02-03 23:00:00,19.99,USD,credit_card,success,2025-02-03,2025-03-04
P000479,S00054,U0193,2023-09-28 14:00:00,9.99,USD,credit_card,success,2023-09-28,2023-10-27
P000480,S00054,U0193,2023-10-28 02:00:00,9.99,USD,credit_card,success,2023-10-28,2023-11-26
P000481,S00054,U0193,2023-11-27 12:00:00,9.99,USD,credit_card,success,2023-11-27,2023-12-26
P000482,S00054,U0193,2023-12-27 00:00:00,9.99,USD,credit_card,success,2023-12-27,2024-01-25
P000483,S00055,U0057,2025-01-15 16:00:00,9.99,USD,bank_transfer,success,2025-01-15,2025-02-13
P000484,S00055,U0057,2025-02-14 04:00:00,9.99,USD,bank_transfer,success,2025-02-14,2025-03-15
P000485,S00055,U0057,2025-03-16 05:00:00,9.99,USD,bank_transfer,success,2025-03-16,2025-04-14
P000486,S00055,U0057,2025-04-15 19:00:00,9.99,USD,bank_transfer,success,2025-04-15,2025-05-14
P000487,S00055,U0057,2025-05-15 17:00:00,9.99,USD,bank_transfer,success,2025-05-15,2025-06-13
P000488,S00055,U0057,2025-06-14 03:00:00,9.99,USD,bank_transfer,success,2025-06-14,2025-07-13
P000489,S00055,U0057,2025-07-14 21:00:00,9.99,USD,bank_transfer,success,2025-07-14,2025-08-12
P000490,S00055,U0057,2025-08-13 19:00:00,9.99,USD,bank_transfer,success,2025-08-13,2025-09-11
P000491,S00055,U0057,2025-09-12 00:00:00,9.99,USD,bank_transfer,success,2025-09-12,2025-10-11
P000492,S00055,U0057,2025-10-12 21:00:00,9.99,USD,bank_transfer,success,2025-10-12,2025-11-10
P000493,S00055,U0057,2025-11-11 16:00:00,9.99,USD,bank_transfer,success,2025-11-11,2025-12-10
P000494,S00055,U0057,2025-12-11 01:00:00,9.99,USD,bank_transfer,success,2025-12-11,2026-01-09
P000495,S00055,U0057,2026-01-10 13:00:00,9.99,USD,bank_transfer,success,2026-01-10,2026-02-08
P000496,S00055,U0057,2026-02-09 15:00:00,9.99,USD,bank_transfer,success,2026-02-09,2026-03-10
P000497,S00055,U0057,2026-03-11 12:00:00,9.99,USD,bank_transfer,success,2026-03-11,2026-04-09
P000498,S00055,U0057,2026-04-10 23:00:00,9.99,USD,bank_transfer,success,2026-04-10,2026-05-09
P000499,S00056,U0119,2024-02-24 22:00:00,19.99,USD,paypal,failed,2024-02-24,2024-03-24
P000500,S00056,U0119,2024-03-25 13:00:00,19.99,USD,paypal,success,2024-03-25,2024-04-23
P000501,S00056,U0119,2024-04-24 15:00:00,19.99,USD,paypal,success,2024-04-24,2024-05-23
P000502,S00056,U0119,2024-05-24 02:00:00,19.99,USD,paypal,success,2024-05-24,2024-06-22
P000503,S00056,U0119,2024-06-23 17:00:00,19.99,USD,paypal,success,2024-06-23,2024-07-22
P000504,S00056,U0119,2024-07-23 06:00:00,19.99,USD,paypal,success,2024-07-23,2024-08-21
P000505,S00056,U0119,2024-08-22 23:00:00,19.99,USD,paypal,success,2024-08-22,2024-09-20
P000506,S00056,U0119,2024-09-21 18:00:00,19.99,USD,paypal,success,2024-09-21,2024-10-20
P000507,S00056,U0119,2024-10-21 16:00:00,19.99,USD,paypal,success,2024-10-21,2024-11-19
P000508,S00056,U0119,2024-11-20 20:00:00,19.99,USD,paypal,success,2024-11-20,2024-12-19
P000509,S00056,U0119,2024-12-20 10:00:00,19.99,USD,paypal,success,2024-12-20,2025-01-18
P000510,S00056,U0119,2025-01-19 03:00:00,19.99,USD,paypal,success,2025-01-19,2025-02-17
P000511,S00056,U0119,2025-02-18 20:00:00,19.99,USD,paypal,success,2025-02-18,2025-03-19
P000512,S00056,U0119,2025-03-20 08:00:00,19.99,USD,paypal,success,2025-03-20,2025-04-18
P000513,S00056,U0119,2025-04-19 13:00:00,19.99,USD,paypal,success,2025-04-19,2025-05-18
P000514,S00056,U0119,2025-05-19 19:00:00,19.99,USD,paypal,success,2025-05-19,2025-06-17
P000515,S00056,U0119,2025-06-18 21:00:00,19.99,USD,paypal,success,2025-06-18,2025-07-17
P000516,S00056,U0119,2025-07-18 06:00:00,19.99,USD,paypal,success,2025-07-18,2025-08-16
P000517,S00057,U0007,2024-01-17 17:00:00,9.99,USD,credit_card,success,2024-01-17,2024-02-15
P000518,S00057,U0007,2024-02-16 11:00:00,9.99,USD,credit_card,success,2024-02-16,2024-03-16
P000519,S00057,U0007,2024-03-17 15:00:00,9.99,USD,credit_card,success,2024-03-17,2024-04-15
