session_id,user_id,book_id,started_at,ended_at,pages_read,device_type,completion_pct
SS000283,U0150,B0007,2022-05-14 00:00:00,2022-05-14 01:33:00,152,desktop,21.1
SS000284,U0056,B0026,2024-05-27 00:00:00,2024-05-27 00:22:00,196,mobile,35.5
SS000285,U0178,B0061,2023-11-23 00:00:00,2023-11-23 02:04:00,221,tablet,60.8
SS000286,U0090,B0075,2023-03-05 00:00:00,2023-03-05 01:30:00,276,mobile,62.4
SS000287,U0114,B0043,2020-11-28 00:00:00,2020-11-28 00:31:00,190,tablet,46.5
SS000288,U0012,B0064,2021-03-25 00:00:00,2021-03-25 00:05:00,492,tablet,64.6
SS000289,U0185,B0030,2022-08-13 00:00:00,2022-08-13 02:44:00,158,e-reader,22.9
SS000290,U0130,B0043,2024-07-11 00:00:00,2024-07-11 01:41:00,90,e-reader,22.1
SS000291,U0052,B0001,2022-01-13 00:00:00,2022-01-13 00:07:00,25,tablet,9.2
SS000292,U0009,B0072,2020-08-23 00:00:00,2020-08-23 00:41:00,252,mobile,30.5
SS000293,U0054,B0075,2025-02-12 00:00:00,2025-02-12 01:37:00,27,mobile,6.3
SS000294,U0009,B0026,2021-02-09 00:00:00,2021-02-09 01:17:00,105,mobile,19.1
SS000295,U0073,B0023,2021-11-26 00:00:00,2021-11-26 02:26:00,194,mobile,26.1
SS000296,U0055,B0003,2020-12-26 00:00:00,2020-12-26 01:12:00,638,mobile,91.2
SS000297,U0007,B0018,2022-02-15 00:00:00,2022-02-15 02:52:00,149,tablet,79.2
SS000298,U0032,B0044,2025-04-01 00:00:00,2025-04-01 00:58:00,103,tablet,31.9
SS000299,U0066,B0048,2024-07-15 00:00:00,2024-07-15 01:40:00,382,mobile,66.8
SS000300,U0141,B0080,2024-12-10 00:00:00,2024-12-10 01:56:00,171,e-reader,88.1
SS000301,U0018,B0016,2020-10-22 00:00:00,2020-10-22 00:38:00,337,tablet,79.9
SS000302,U0054,B0069,2022-02-13 00:00:00,2022-02-13 01:40:00,197,mobile,33.2
SS000303,U0116,B0032,2025-03-01 00:00:00,2025-03-01 00:16:00,669,tablet,76.8
SS000304,U0158,B0025,2024-10-15 00:00:00,2024-10-15 02:22:00,263,tablet,30.8
SS000305,U0042,B0042,2021-05-21 00:00:00,2021-05-21 00:18:00,286,e-reader,63.7
SS000306,U0077,B0017,2024-10-09 00:00:00,2024-10-09 02:15:00,695,e-reader,96.9
SS000307,U0132,B0027,2024-01-29 00:00:00,2024-01-29 00:25:00,451,e-reader,78.9
SS000308,U0177,B0079,2020-05-12 00:00:00,2020-05-12 00:47:00,295,desktop,51.8
SS000309,U0173,B0066,2022-02-05 00:00:00,2022-02-05 02:12:00,69,e-reader,52.9
SS000310,U0050,B0042,2023-12-30 00:00:00,2023-12-30 01:40:00,240,desktop,53.5
SS000311,U0130,B0064,2022-08-28 00:00:00,2022-08-28 01:13:00,449,e-reader,59.0
SS000312,U0171,B0075,2023-08-23 00:00:00,2023-08-23 00:14:00,98,desktop,22.3
SS000313,U0056,B0058,2024-11-02 00:00:00,2024-11-02 01:05:00,157,mobile,40.8
SS000314,U0084,B0055,2024-12-25 00:00:00,2024-12-25 01:41:00,200,mobile,58.0
SS000315,U0102,B0033,2023-02-01 00:00:00,2023-02-01 00:26:00,52,tablet,15.2
SS000316,U0024,B0038,2022-06-29 00:00:00,2022-06-29 02:17:00,244,e-reader,36.5
SS000317,U0157,B0006,2022-08-10 00:00:00,2022-08-10 02:16:00,408,tablet,62.9
SS000318,U0116,B0058,2022-08-15 00:00:00,2022-08-15 01:55:00,162,tablet,42.1
SS000319,U0134,B0041,2021-07-13 00:00:00,2021-07-13 01:42:00,29,mobile,4.4
SS000320,U0120,B0030,2021-06-27 00:00:00,2021-06-27 02:50:00,65,e-reader,9.4
SS000321,U0024,B0038,2024-09-21 00:00:00,2024-09-21 02:13:00,350,e-reader,52.3
SS000322,U0172,B0011,2024-05-28 00:00:00,2024-05-28 01:15:00,802,desktop,92.8
SS000323,U0028,B0016,2020-05-26 00:00:00,2020-05-26 01:37:00,24,tablet,5.8
SS000324,U0056,B0043,2021-02-06 00:00:00,2021-02-06 02:57:00,140,mobile,34.3
SS000325,U0083,B0036,2021-01-25 00:00:00,2021-01-25 02:39:00,390,tablet,99.8
SS000326,U0191,B0070,2025-02-11 00:00:00,2025-02-11 01:11:00,9,desktop,2.8
SS000327,U0082,B0037,2024-08-11 00:00:00,2024-08-11 01:33:00,187,e-reader,78.7
SS000328,U0110,B0052,2024-08-10 00:00:00,2024-08-10 02:33:00,409,mobile,76.3
SS000329,U0005,B0061,2023-09-01 00:00:00,2023-09-01 02:16:00,359,e-reader,98.9
SS000330,U0042,B0051,2021-04-11 00:00:00,2021-04-11 01:03:00,490,e-reader,72.9
SS000331,U0058,B0061,2021-04-23 00:00:00,2021-04-23 02:17:00,216,desktop,59.5
SS000332,U0148,B0060,2024-01-19 00:00:00,2024-01-19 02:03:00,67,tablet,35.4
SS000333,U0024,B0041,2024-09-28 00:00:00,2024-09-28 00:53:00,299,e-reader,44.0
SS000334,U0186,B0054,2021-03-05 00:00:00,2021-03-05 01:57:00,221,mobile,46.1
SS000335,U0149,B0004,2022-02-06 00:00:00,2022-02-06 00:40:00,147,mobile,58.6
SS000336,U0036,B0040,2025-04-15 00:00:00,2025-04-15 00:07:00,350,mobile,51.0
SS000337,U0176,B0046,2021-11-26 00:00:00,2021-11-26 01:02:00,391,desktop,43.1
SS000338,U0183,B0052,2024-04-11 00:00:00,2024-04-11 02:22:00,168,mobile,31.4
SS000339,U0158,B0003,2023-03-08 00:00:00,2023-03-08 00:13:00,646,tablet,92.4
SS000340,U0043,B0043,2023-03-09 00:00:00,2023-03-09 02:46:00,329,tablet,80.3
SS000341,U0163,B0074,2024-11-10 00:00:00,2024-11-10 01:45:00,670,tablet,98.1
SS000342,U0057,B0051,2020-05-10 00:00:00,2020-05-10 02:21:00,268,tablet,39.9
SS000343,U0128,B0014,2021-11-04 00:00:00,2021-11-04 02:30:00,325,mobile,96.3
SS000344,U0171,B0039,2020-07-09 00:00:00,2020-07-09 00:48:00,97,desktop,12.2
SS000345,U0148,B0023,2020-03-06 00:00:00,2020-03-06 02:39:00,372,tablet,49.9
SS000346,U0052,B0026,2020-05-22 00:00:00,2020-05-22 01:43:00,164,tablet,29.8
SS000347,U0064,B0038,2023-09-12 00:00:00,2023-09-12 02:19:00,59,tablet,8.9
SS000348,U0016,B0048,2022-11-27 00:00:00,2022-11-27 00:07:00,107,desktop,18.8
SS000349,U0112,B0051,2020-11-17 00:00:00,2020-11-17 00:33:00,98,desktop,14.7
SS000350,U0114,B0062,2024-03-01 00:00:00,2024-03-01 00:22:00,116,tablet,40.1
SS000351,U0057,B0017,2024-11-17 00:00:00,2024-11-17 00:57:00,232,tablet,32.4
SS000352,U0189,B0061,2020-11-21 00:00:00,2020-11-21 02:39:00,212,mobile,58.4
SS000353,U0085,B0076,2021-02-19 00:00:00,2021-02-19 02:13:00,474,e-reader,72.2
SS000354,U0124,B0036,2021-02-17 00:00:00,2021-02-17 00:06:00,387,e-reader,99.1
SS000355,U0121,B0009,2024-08-15 00:00:00,2024-08-15 01:47:00,431,e-reader,61.3
SS000356,U0068,B0068,2021-11-04 00:00:00,2021-11-04 02:30:00,765,desktop,88.2
SS000357,U0124,B0060,2023-03-25 00:00:00,2023-03-25 00:15:00,141,e-reader,74.3
SS000358,U0079,B0059,2021-12-11 00:00:00,2021-12-11 01:21:00,222,desktop,40.3
SS000359,U0049,B0054,2021-05-25 00:00:00,2021-05-25 00:50:00,432,desktop,90.2
SS000360,U0195,B0056,2022-07-26 00:00:00,2022-07-26 01:43:00,855,desktop,91.3
SS000361,U0051,B0073,2020-07-14 00:00:00,2020-07-14 01:45:00,583,desktop,70.5
SS000362,U0013,B0031,2024-12-18 00:00:00,2024-12-18 00:45:00,270,tablet,28.8
SS000363,U0168,B0069,2021-08-20 00:00:00,2021-08-20 02:55:00,546,mobile,91.8
SS000364,U0186,B0028,2025-02-04 00:00:00,2025-02-04 02:11:00,210,mobile,42.3
SS000365,U0148,B0016,2022-01-25 00:00:00,2022-01-25 00:24:00,321,tablet,76.0
SS000366,U0136,B0042,2022-04-19 00:00:00,2022-04-19 02:00:00,81,tablet,18.2
SS000367,U0058,B0065,2020-04-01 00:00:00,2020-04-01 02:03:00,32,desktop,4.6
SS000368,U0171,B0060,2022-02-19 00:00:00,2022-02-19 01:32:00,142,desktop,75.1
SS000369,U0054,B0051,2020-03-18 00:00:00,2020-03-18 00:07:00,179,mobile,26.6
SS000370,U0189,B0018,2021-10-31 00:00:00,2021-10-31 02:56:00,142,mobile,75.4
SS000371,U0131,B0060,2020-05-19 00:00:00,2020-05-19 00:26:00,105,e-reader,55.7
SS000372,U0067,B0057,2020-10-14 00:00:00,2020-10-14 02:05:00,430,e-reader,82.4
SS000373,U0045,B0022,2024-09-13 00:00:00,2024-09-13 00:09:00,116,e-reader,61.5
SS000374,U0050,B0038,2020-09-11 00:00:00,2020-09-11 02:21:00,501,desktop,74.7
SS000375,U0048,B0010,2023-10-07 00:00:00,2023-10-07 00:07:00,383,e-reader,68.4
SS000376,U0043,B0057,2022-01-03 00:00:00,2022-01-03 00:50:00,121,tablet,23.2
SS000377,U0010,B0069,2021-03-18 00:00:00,2021-03-18 01:58:00,418,e-reader,70.3
SS000378,U0170,B0067,2023-08-05 00:00:00,2023-08-05 02:54:00,407,tablet,72.2
SS000379,U0030,B0050,2023-11-14 00:00:00,2023-11-14 01:23:00,165,e-reader,45.5
SS000380,U0161,B0001,2020-04-09 00:00:00,2020-04-09 01:41:00,213,tablet,77.2
SS000381,U0068,B0048,2025-02-04 00:00:00,2025-02-04 01:06:00,123,desktop,21.6
SS000382,U0006,B0054,2020-02-27 00:00:00,2020-02-27 00:08:00,168,desktop,35.0
SS000383,U0054,B0009,2021-03-27 00:00:00,2021-03-27 00:29:00,563,mobile,80.1
SS000384,U0178,B0022,2024-01-22 00:00:00,2024-01-22 00:47:00,11,tablet,6.3
SS000385,U0138,B0014,2024-07-28 00:00:00,2024-07-28 01:28:00,113,e-reader,33.6
SS000386,U0168,B0025,2023-07-03 00:00:00,2023-07-03 00:58:00,799,mobile,93.6
SS000387,U0108,B0055,2020-09-04 00:00:00,2020-09-04 01:04:00,79,mobile,23.0
SS000388,U0098,B0042,2020-12-21 00:00:00,2020-12-21 00:08:00,185,e-reader,41.4
SS000389,U0086,B0002,2022-03-08 00:00:00,2022-03-08 00:59:00,291,desktop,47.0
SS000390,U0018,B0036,2023-08-24 00:00:00,2023-08-24 02:44:00,149,tablet,38.2
SS000391,U0019,B0028,2022-04-21 00:00:00,2022-04-21 01:22:00,384,desktop,77.2
SS000392,U0134,B0014,2023-12-30 00:00:00,2023-12-30 02:22:00,268,mobile,79.5
SS000393,U0152,B0022,2021-05-30 00:00:00,2021-05-30 00:29:00,115,tablet,60.8
SS000394,U0169,B0050,2023-10-20 00:00:00,2023-10-20 00:39:00,125,mobile,34.5
SS000395,U0170,B0041,2024-10-09 00:00:00,2024-10-09 02:55:00,335,tablet,49.2
SS000396,U0091,B0003,2023-05-31 00:00:00,2023-05-31 02:34:00,322,desktop,46.0
SS000397,U0137,B0030,2022-10-28 00:00:00,2022-10-28 02:35:00,492,tablet,71.1
SS000398,U0005,B0030,2020-02-13 00:00:00,2020-02-13 02:42:00,529,e-reader,76.4
SS000399,U0035,B0040,2021-04-29 00:00:00,2021-04-29 01:54:00,523,tablet,76.2
SS000400,U0166,B0011,2020-05-02 00:00:00,2020-05-02 00:40:00,334,e-reader,38.7
SS000401,U0081,B0026,2020-11-06 00:00:00,2020-11-06 01:41:00,121,e-reader,22.0
SS000402,U0011,B0031,2025-03-06 00:00:00,2025-03-06 02:38:00,928,tablet,98.9
SS000403,U0120,B0043,2020-10-01 00:00:00,2020-10-01 01:16:00,135,e-reader,33.1
SS000404,U0012,B0067,2024-06-09 00:00:00,2024-06-09 01:51:00,370,tablet,65.5
SS000405,U0079,B0004,2021-04-14 00:00:00,2021-04-14 01:29:00,89,desktop,35.6
SS000406,U0057,B0070,2020-04-20 00:00:00,2020-04-20 02:55:00,333,tablet,98.9
SS000407,U0183,B0029,2023-05-30 00:00:00,2023-05-30 01:42:00,496,mobile,53.1
SS000408,U0051,B0057,2023-07-13 00:00:00,2023-07-13 00:06:00,43,desktop,8.3
SS000409,U0132,B0009,2021-01-29 00:00:00,2021-01-29 00:18:00,451,e-reader,64.2
SS000410,U0040,B0027,2020-09-14 00:00:00,2020-09-14 00:28:00,108,desktop,19.0
SS000411,U0147,B0027,2021-04-28 00:00:00,2021-04-28 02:14:00,55,tablet,9.7
SS000412,U0193,B0060,2021-09-29 00:00:00,2021-09-29 00:47:00,138,tablet,72.7
SS000413,U0067,B0055,2020-12-27 00:00:00,2020-12-27 02:40:00,91,e-reader,26.4
SS000414,U0079,B0074,2022-07-07 00:00:00,2022-07-07 02:47:00,148,desktop,21.7
SS000415,U0130,B0011,2025-05-01 00:00:00,2025-05-01 01:37:00,354,e-reader,41.0
SS000416,U0046,B0061,2022-06-22 00:00:00,2022-06-22 01:53:00,187,e-reader,51.5
SS000417,U0196,B0056,2024-04-06 00:00:00,2024-04-06 00:44:00,771,e-reader,82.3
SS000418,U0130,B0003,2024-04-09 00:00:00,2024-04-09 01:42:00,307,e-reader,43.9
SS000419,U0024,B0039,2023-05-03 00:00:00,2023-05-03 02:22:00,135,e-reader,17.0
SS000420,U0194,B0023,2021-06-10 00:00:00,2021-06-10 01:42:00,353,tablet,47.4
SS000421,U0123,B0037,2022-02-07 00:00:00,2022-02-07 02:28:00,146,desktop,61.4
SS000422,U0021,B0043,2020-10-06 00:00:00,2020-10-06 02:05:00,86,desktop,21.2
SS000423,U0053,B0001,2020-01-27 00:00:00,2020-01-27 02:13:00,203,e-reader,73.6
SS000424,U0102,B0063,2022-04-08 00:00:00,2022-04-08 01:51:00,413,tablet,94.1
SS000425,U0200,B0048,2022-02-25 00:00:00,2022-02-25 02:10:00,184,tablet,32.2
SS000426,U0158,B0010,2022-04-17 00:00:00,2022-04-17 00:14:00,557,tablet,99.3
SS000427,U0035,B0050,2025-03-24 00:00:00,2025-03-24 02:29:00,65,tablet,17.9
SS000428,U0118,B0033,2024-04-28 00:00:00,2024-04-28 01:34:00,180,tablet,51.9
SS000429,U0132,B0048,2023-11-27 00:00:00,2023-11-27 00:19:00,377,e-reader,65.8
SS000430,U0115,B0032,2021-05-11 00:00:00,2021-05-11 02:07:00,47,tablet,5.4
SS000431,U0099,B0004,2023-11-29 00:00:00,2023-11-29 02:55:00,163,mobile,65.2
SS000432,U0072,B0078,2022-07-21 00:00:00,2022-07-21 02:59:00,40,mobile,16.4
SS000433,U0068,B0078,2023-03-30 00:00:00,2023-03-30 02:54:00,210,desktop,84.5
SS000434,U0005,B0015,2024-04-27 00:00:00,2024-04-27 00:28:00,601,e-reader,65.2
SS000435,U0105,B0051,2023-12-17 00:00:00,2023-12-17 02:35:00,656,desktop,97.5
SS000436,U0023,B0067,2025-02-06 00:00:00,2025-02-06 00:53:00,496,tablet,87.8
SS000437,U0046,B0055,2021-06-01 00:00:00,2021-06-01 01:22:00,176,e-reader,51.1
SS000438,U0143,B0049,2023-04-15 00:00:00,2023-04-15 01:23:00,447,mobile,73.9
SS000439,U0194,B0012,2020-08-11 00:00:00,2020-08-11 02:47:00,178,tablet,58.1
SS000440,U0094,B0019,2021-07-04 00:00:00,2021-07-04 00:58:00,701,desktop,93.1
SS000441,U0108,B0040,2020-01-14 00:00:00,2020-01-14 00:48:00,563,mobile,82.0
SS000442,U0002,B0013,2020-05-23 00:00:00,2020-05-23 01:51:00,420,mobile,53.4
SS000443,U0175,B0037,2024-02-10 00:00:00,2024-02-10 01:55:00,44,mobile,18.7
SS000444,U0102,B0024,2023-12-12 00:00:00,2023-12-12 00:39:00,54,tablet,21.4
SS000445,U0051,B0065,2025-04-26 00:00:00,2025-04-26 00:33:00,322,desktop,46.2
SS000446,U0059,B0024,2021-02-15 00:00:00,2021-02-15 00:20:00,194,e-reader,75.5
SS000447,U0054,B0034,2025-01-21 00:00:00,2025-01-21 01:49:00,238,mobile,45.2
SS000448,U0167,B0014,2024-11-13 00:00:00,2024-11-13 02:47:00,61,mobile,18.3
SS000449,U0081,B0011,2022-02-12 00:00:00,2022-02-12 00:36:00,251,e-reader,29.1
SS000450,U0093,B0004,2023-04-14 00:00:00,2023-04-14 01:05:00,122,mobile,48.8
SS000451,U0180,B0013,2020-01-20 00:00:00,2020-01-20 00:20:00,221,desktop,28.1
SS000452,U0003,B0075,2024-06-04 00:00:00,2024-06-04 00:15:00,50,tablet,11.5
SS000453,U0140,B0001,2022-02-08 00:00:00,2022-02-08 02:39:00,146,e-reader,53.0
SS000454,U0074,B0063,2022-08-27 00:00:00,2022-08-27 01:31:00,268,tablet,61.2
SS000455,U0092,B0048,2023-10-28 00:00:00,2023-10-28 01:32:00,572,desktop,99.9
SS000456,U0066,B0047,2023-09-24 00:00:00,2023-09-24 01:47:00,95,mobile,39.1
SS000457,U0016,B0046,2024-11-23 00:00:00,2024-11-23 01:29:00,735,desktop,81.0
SS000458,U0002,B0059,2024-11-17 00:00:00,2024-11-17 01:47:00,402,mobile,73.1
SS000459,U0039,B0004,2023-05-17 00:00:00,2023-05-17 00:36:00,218,tablet,87.2
SS000460,U0077,B0032,2022-01-24 00:00:00,2022-01-24 02:00:00,545,e-reader,62.6
SS000461,U0176,B0061,2022-11-20 00:00:00,2022-11-20 01:50:00,242,desktop,66.7
SS000462,U0002,B0042,2020-02-04 00:00:00,2020-02-04 02:47:00,167,mobile,37.3
SS000463,U0013,B0042,2023-10-20 00:00:00,2023-10-20 01:58:00,111,tablet,24.9
SS000464,U0131,B0052,2024-02-22 00:00:00,2024-02-22 02:41:00,428,e-reader,79.8
SS000465,U0096,B0055,2025-04-07 00:00:00,2025-04-07 02:06:00,340,mobile,98.7
SS000466,U0187,B0013,2024-02-12 00:00:00,2024-02-12 01:43:00,242,tablet,30.8
SS000467,U0054,B0019,2024-11-16 00:00:00,2024-11-16 02:18:00,662,mobile,87.9
SS000468,U0191,B0065,2020-03-06 00:00:00,2020-03-06 00:37:00,355,desktop,50.8
SS000469,U0025,B0039,2024-08-31 00:00:00,2024-08-31 02:57:00,795,tablet,99.6
SS000470,U0126,B0022,2025-01-09 00:00:00,2025-01-09 01:59:00,181,e-reader,95.6
SS000471,U0130,B0070,2021-05-08 00:00:00,2021-05-08 01:07:00,76,e-reader,22.7
SS000472,U0176,B0012,2020-08-04 00:00:00,2020-08-04 01:56:00,304,desktop,99.3
SS000473,U0009,B0021,2025-03-17 00:00:00,2025-03-17 01:28:00,629,mobile,90.5
SS000474,U0077,B0029,2024-01-12 00:00:00,2024-01-12 01:10:00,629,e-reader,67.3
SS000475,U0179,B0016,2023-09-24 00:00:00,2023-09-24 00:39:00,390,desktop,92.4
SS000476,U0170,B0063,2020-07-04 00:00:00,2020-07-04 01:30:00,384,tablet,87.5
SS000477,U0155,B0077,2020-05-12 00:00:00,2020-05-12 02:49:00,47,tablet,35.6
SS000478,U0191,B0049,2023-09-01 00:00:00,2023-09-01 02:49:00,478,desktop,78.9
SS000479,U0118,B0030,2021-04-02 00:00:00,2021-04-02 01:11:00,92,tablet,13.3
SS000480,U0025,B0015,2020-07-01 00:00:00,2020-07-01 01:32:00,688,tablet,74.6
SS000481,U0053,B0015,2023-03-19 00:00:00,2023-03-19 01:39:00,133,e-reader,14.5
SS000482,U0086,B0049,2023-03-27 00:00:00,2023-03-27 00:05:00,196,desktop,32.5
SS000483,U0159,B0069,2021-01-23 00:00:00,2021-01-23 01:44:00,583,tablet,98.0
SS000484,U0087,B0047,2024-06-21 00:00:00,2024-06-21 02:58:00,228,mobile,93.5
SS000485,U0036,B0067,2023-09-21 00:00:00,2023-09-21 02:39:00,338,mobile,59.9
SS000486,U0031,B0051,2020-01-19 00:00:00,2020-01-19 02:22:00,575,e-reader,85.5
SS000487,U0086,B0019,2024-07-29 00:00:00,2024-07-29 01:20:00,633,desktop,84.0
SS000488,U0134,B0059,2020-10-28 00:00:00,2020-10-28 02:38:00,164,mobile,29.8
SS000489,U0178,B0005,2023-05-11 00:00:00,2023-05-11 01:26:00,288,tablet,32.3
SS000490,U0184,B0016,2021-07-14 00:00:00,2021-07-14 02:31:00,206,e-reader,48.9
SS000491,U0060,B0064,2021-08-19 00:00:00,2021-08-19 01:41:00,59,e-reader,7.8
SS000492,U0091,B0020,2024-08-22 00:00:00,2024-08-22 00:58:00,446,desktop,85.1
SS000493,U0062,B0007,2025-03-05 00:00:00,2025-03-05 00:50:00,620,tablet,86.0
SS000494,U0194,B0051,2021-09-04 00:00:00,2021-09-04 02:53:00,615,tablet,91.4
SS000495,U0044,B0003,2023-01-27 00:00:00,2023-01-27 01:45:00,245,mobile,35.1
SS000496,U0181,B0061,2021-12-14 00:00:00,2021-12-14 01:45:00,146,e-reader,40.3
SS000497,U0142,B0037,2021-08-01 00:00:00,2021-08-01 00:54:00,168,tablet,70.7
SS000498,U0147,B0051,2020-07-18 00:00:00,2020-07-18 00:38:00,226,tablet,33.7
SS000499,U0156,B0007,2024-10-06 00:00:00,2024-10-06 01:22:00,337,e-reader,46.8
SS000500,U0045,B0074,2020-10-08 00:00:00,2020-10-08 01:58:00,479,e-reader,70.2
SS000501,U0080,B0019,2021-03-05 00:00:00,2021-03-05 01:00:00,609,desktop,80.8
SS000502,U0055,B0002,2022-01-11 00:00:00,2022-01-11 02:32:00,74,mobile,12.0
SS000503,U0041,B0049,2025-04-30 00:00:00,2025-04-30 01:54:00,415,tablet,68.6
SS000504,U0048,B0008,2020-07-15 00:00:00,2020-07-15 01:36:00,446,e-reader,97.5
SS000505,U0050,B0007,2020-08-28 00:00:00,2020-08-28 02:16:00,474,desktop,65.7
SS000506,U0159,B0056,2020-10-31 00:00:00,2020-10-31 02:45:00,682,tablet,72.8
SS000507,U0067,B0005,2020-08-31 00:00:00,2020-08-31 01:06:00,365,e-reader,40.9
SS000508,U0083,B0077,2020-12-19 00:00:00,2020-12-19 02:52:00,100,tablet,75.0
SS000509,U0185,B0012,2024-05-11 00:00:00,2024-05-11 02:03:00,266,e-reader,86.8
SS000510,U0174,B0049,2021-07-17 00:00:00,2021-07-17 02:46:00,399,desktop,66.0
SS000511,U0101,B0002,2020-09-02 00:00:00,2020-09-02 00:34:00,62,e-reader,10.1
SS000512,U0132,B0066,2021-04-05 00:00:00,2021-04-05 00:10:00,78,e-reader,59.5
SS000513,U0153,B0062,2021-07-14 00:00:00,2021-07-14 00:29:00,232,desktop,79.8
SS000514,U0051,B0050,2022-09-18 00:00:00,2022-09-18 02:50:00,258,desktop,70.9
SS000515,U0082,B0074,2020-09-13 00:00:00,2020-09-13 00:30:00,231,e-reader,33.9
SS000516,U0190,B0069,2021-01-13 00:00:00,2021-01-13 01:48:00,486,mobile,81.7
SS000517,U0007,B0051,2023-02-12 00:00:00,2023-02-12 02:22:00,530,tablet,78.8
SS000518,U0142,B0063,2020-05-10 00:00:00,2020-05-10 02:17:00,368,tablet,84.0
SS000519,U0144,B0016,2024-03-23 00:00:00,2024-03-23 00:58:00,408,tablet,96.6
SS000520,U0034,B0024,2024-10-31 00:00:00,2024-10-31 02:38:00,180,tablet,70.1
SS000521,U0003,B0072,2022-07-04 00:00:00,2022-07-04 01:25:00,116,tablet,14.1
SS000522,U0036,B0074,2021-02-26 00:00:00,2021-02-26 02:52:00,121,mobile,17.8
SS000523,U0150,B0033,2024-10-09 00:00:00,2024-10-09 00:13:00,35,desktop,10.3
SS000524,U0035,B0065,2021-09-03 00:00:00,2021-09-03 01:38:00,675,tablet,96.7
SS000525,U0048,B0055,2025-04-19 00:00:00,2025-04-19 02:53:00,6,e-reader,2.0
SS000526,U0082,B0006,2025-04-21 00:00:00,2025-04-21 02:17:00,588,e-reader,90.7
SS000527,U0081,B0069,2022-06-30 00:00:00,2022-06-30 00:40:00,348,e-reader,58.6
SS000528,U0185,B0041,2022-12-06 00:00:00,2022-12-06 01:35:00,418,e-reader,61.4
SS000529,U0137,B0027,2023-11-09 00:00:00,2023-11-09 00:30:00,382,tablet,66.9
SS000530,U0013,B0031,2020-03-16 00:00:00,2020-03-16 00:53:00,149,tablet,15.9
SS000531,U0060,B0018,2023-05-18 00:00:00,2023-05-18 02:26:00,43,e-reader,23.2
SS000532,U0098,B0036,2020-09-20 00:00:00,2020-09-20 02:44:00,169,e-reader,43.4
SS000533,U0147,B0033,2021-06-17 00:00:00,2021-06-17 01:42:00,227,tablet,65.7
SS000534,U0045,B0052,2022-07-23 00:00:00,2022-07-23 00:26:00,508,e-reader,94.6
SS000535,U0181,B0055,2025-04-09 00:00:00,2025-04-09 00:41:00,188,e-reader,54.5
SS000536,U0021,B0035,2023-07-20 00:00:00,2023-07-20 02:50:00,139,desktop,20.9
SS000537,U0102,B0073,2023-09-08 00:00:00,2023-09-08 02:50:00,682,tablet,82.4
SS000538,U0162,B0021,2022-05-09 00:00:00,2022-05-09 00:44:00,229,tablet,33.0
SS000539,U0118,B0049,2020-02-23 00:00:00,2020-02-23 02:39:00,159,tablet,26.3
SS000540,U0075,B0016,2022-12-24 00:00:00,2022-12-24 00:33:00,291,mobile,69.0
SS000541,U0111,B0009,2021-11-05 00:00:00,2021-11-05 02:48:00,75,tablet,10.7
SS000542,U0091,B0035,2020-10-26 00:00:00,2020-10-26 01:02:00,192,desktop,28.8
SS000543,U0028,B0049,2021-03-31 00:00:00,2021-03-31 01:41:00,577,tablet,95.3
SS000544,U0035,B0023,2022-12-14 00:00:00,2022-12-14 01:23:00,445,tablet,59.7
SS000545,U0132,B0013,2022-12-19 00:00:00,2022-12-19 01:34:00,555,e-reader,70.6
SS000546,U0078,B0071,2021-07-09 00:00:00,2021-07-09 02:40:00,75,tablet,11.7
SS000547,U0014,B0022,2021-10-13 00:00:00,2021-10-13 01:44:00,37,tablet,19.7
SS000548,U0198,B0069,2023-02-03 00:00:00,2023-02-03 02:37:00,525,mobile,88.4
SS000549,U0110,B0062,2023-04-28 00:00:00,2023-04-28 00:37:00,79,mobile,27.4
SS000550,U0183,B0066,2023-12-31 00:00:00,2023-12-31 00:44:00,87,mobile,66.4
SS000551,U0040,B0049,2023-03-08 00:00:00,2023-03-08 01:13:00,43,desktop,7.2
SS000552,U0193,B0048,2023-12-19 00:00:00,2023-12-19 01:08:00,392,tablet,68.5
SS000553,U0114,B0059,2021-01-09 00:00:00,2021-01-09 01:57:00,543,tablet,98.7
SS000554,U0126,B0065,2021-08-10 00:00:00,2021-08-10 01:15:00,666,e-reader,95.4
SS000555,U0140,B0030,2021-09-17 00:00:00,2021-09-17 02:47:00,596,e-reader,86.1
SS000556,U0084,B0053,2024-04-27 00:00:00,2024-04-27 01:25:00,769,mobile,84.8
SS000557,U0170,B0011,2020-06-06 00:00:00,2020-06-06 01:06:00,818,tablet,94.6
SS000558,U0046,B0074,2020-04-27 00:00:00,2020-04-27 00:26:00,511,e-reader,74.9
SS000559,U0148,B0064,2024-07-13 00:00:00,2024-07-13 00:07:00,733,tablet,96.3
SS000560,U0115,B0066,2025-03-24 00:00:00,2025-03-24 00:39:00,64,tablet,49.0
SS000561,U0138,B0069,2023-11-30 00:00:00,2023-11-30 00:36:00,248,e-reader,41.7
SS000562,U0165,B0025,2025-02-08 00:00:00,2025-02-08 00:06:00,614,mobile,72.0
SS000563,U0187,B0069,2024-03-15 00:00:00,2024-03-15 01:33:00,154,tablet,25.9
SS000564,U0198,B0068,2023-11-01 00:00:00,2023-11-01 02:40:00,53,mobile,6.2
SS000565,U0121,B0022,2023-10-13 00:00:00,2023-10-13 02:19:00,172,e-reader,90.6
